
Generated at: 2025/09/02 22:22:18
mirDIP version: 5.3.0.2.
Database version: 5.2.3.1



Gene Symbol     - 
Micro RNA       - hsa-miR-126-5p
Minimum Score   - Medium


Results (4872) 
Gene Symbol	Uniprot	Pseudogene	MicroRNA	Integrated Score	Number of Sources	Score Class	Sources
CDK6	Q00534		hsa-miR-126-5p	0.207837316506046	6	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|mirzag
PEDS1	A5PLL7		hsa-miR-126-5p	0.207568578068282	6	Medium	MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag
RIBC1	Q8N443		hsa-miR-126-5p	0.207500177549793	6	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirbase|mirzag
GLUD1	P00367		hsa-miR-126-5p	0.2074868386482	6	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP
MSTN	O14793		hsa-miR-126-5p	0.20728761528105	4	Medium	Cupid|DIANA|MBStar|MirAncesTar
KDM1B	Q8NB78		hsa-miR-126-5p	0.207249101524637	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirzag
AICDA	Q9GZX7		hsa-miR-126-5p	0.207126864875697	6	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MirSNPInTarget|mirzag
KLHL24	Q6TFL4		hsa-miR-126-5p	0.207073186822797	7	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|mirzag|RNA22
FAR2	Q96K12		hsa-miR-126-5p	0.207031109893128	3	Medium	MirAncesTar|miranda_May_2021|miRDB_v6
CPLX3	Q8WVH0		hsa-miR-126-5p	0.206924712072085	6	Medium	DIANA|MirAncesTar|miranda_May_2021|miRDB_v6|mirzag|RNA22
NSD1	Q96L73		hsa-miR-126-5p	0.206818050197851	4	Medium	Cupid|MBStar|MirAncesTar|miranda_May_2021
TEX15	Q9BXT5		hsa-miR-126-5p	0.206738793801493	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirzag
HLA-DQA1	P01909		hsa-miR-126-5p	0.206729319405344	5	Medium	DIANA|MirAncesTar|miranda_May_2021|MirSNPInTarget|mirzag
SASH1	O94885		hsa-miR-126-5p	0.206681343960716	6	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|mirzag
PCDHA11	Q9Y5I1		hsa-miR-126-5p	0.20659927571235	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
FZD6	O60353		hsa-miR-126-5p	0.206502383597976	6	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|mirzag
ZYG11B	Q9C0D3		hsa-miR-126-5p	0.206469662897906	6	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|MirSNPInTarget
HMGA2	P52926		hsa-miR-126-5p	0.2064244928292	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
DKK1	O94907		hsa-miR-126-5p	0.206400567997098	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6
AKAP6	Q13023		hsa-miR-126-5p	0.20638746779999	4	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021
GOLM2	Q6P4E1		hsa-miR-126-5p	0.206380423267184	6	Medium	MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|MirSNPInTarget|mirzag
ERCC1	P07992		hsa-miR-126-5p	0.206357188637725	6	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirbase|MiRNATIP
PM20D2	Q8IYS1		hsa-miR-126-5p	0.206330565808387	6	Medium	DIANA|MirAncesTar|miranda_May_2021|MiRNATIP|MirSNPInTarget|mirzag
C3orf80	F5H4A9		hsa-miR-126-5p	0.206297761019062	6	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|mirzag
ZNF354A	O60765		hsa-miR-126-5p	0.205939568836915	6	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirbase|mirzag
VRK1	Q99986		hsa-miR-126-5p	0.205866369892243	6	Medium	bitargeting_May_2021|DIANA|MBStar|MirAncesTar|miranda_May_2021|mirbase
UBAP2	Q5T6F2		hsa-miR-126-5p	0.20577348813752	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|PACCMIT
C1orf52	Q8N6N3		hsa-miR-126-5p	0.205760741043089	5	Medium	MBStar|MirAncesTar|miranda_May_2021|MirTar2|mirzag
DBT	P11182		hsa-miR-126-5p	0.205717960723536	6	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|MirSNPInTarget
NCAM2	O15394		hsa-miR-126-5p	0.20567678133998	6	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|mirzag
SOAT1	P35610		hsa-miR-126-5p	0.205575715916406	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
TNFAIP3	P21580		hsa-miR-126-5p	0.205363557452465	6	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|mirzag
TMEM87B	Q96K49		hsa-miR-126-5p	0.205314782057324	6	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|mirzag
GOLGA2	Q08379		hsa-miR-126-5p	0.205012619930685	5	Medium	DIANA|MirAncesTar|miranda_May_2021|mirzag|PACCMIT
MGA	Q8IWI9		hsa-miR-126-5p	0.204969031933202	6	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|mirzag
SRGAP1	Q7Z6B7		hsa-miR-126-5p	0.204943322055558	6	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirbase|MiRNATIP
MIER3	Q7Z3K6		hsa-miR-126-5p	0.204860825268821	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
ZNF180	Q9UJW8		hsa-miR-126-5p	0.20472308552423	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirzag
PPP2R2B	Q00005		hsa-miR-126-5p	0.204650268102082	5	Medium	MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|RNA22
KIRREL2	Q6UWL6		hsa-miR-126-5p	0.204534855725009	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6
RCN2	Q14257		hsa-miR-126-5p	0.204525923334471	6	Medium	DIANA|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag
DDX21	Q9NR30		hsa-miR-126-5p	0.204489327249726	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6
PRLR	P16471		hsa-miR-126-5p	0.204422688241623	6	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirbase|MiRNATIP
PAX5	Q02548		hsa-miR-126-5p	0.204221478825991	4	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021
GNG2	P59768		hsa-miR-126-5p	0.204179637419145	6	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MirTar2|mirzag
SYNPO2L	Q9H987		hsa-miR-126-5p	0.204157810273653	6	Medium	bitargeting_May_2021|DIANA|MBStar|MirAncesTar|miranda_May_2021|mirbase
ANKRD29	Q8N6D5		hsa-miR-126-5p	0.204153607348385	7	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag
ZNF131	P52739		hsa-miR-126-5p	0.204106115754879	4	Medium	Cupid|MirAncesTar|mirzag|RNA22
ITGAV	P06756		hsa-miR-126-5p	0.204095280202003	6	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|mirzag
AKR1B10	O60218		hsa-miR-126-5p	0.204081483971264	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MirSNPInTarget
ZNF492	Q9P255		hsa-miR-126-5p	0.203932526787724	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirzag
GAS2L3	Q86XJ1		hsa-miR-126-5p	0.203903789825516	4	Medium	bitargeting_May_2021|DIANA|miranda_May_2021|miRDB_v6
LARP1B	Q659C4		hsa-miR-126-5p	0.203783904745727	6	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|mirzag
EIF6	P56537		hsa-miR-126-5p	0.203739184153134	5	Medium	DIANA|MBStar|MirAncesTar|MirSNPInTarget|mirzag
PRSS12	P56730		hsa-miR-126-5p	0.203695229432278	6	Medium	bitargeting_May_2021|DIANA|MBStar|MirAncesTar|miranda_May_2021|mirbase
MLLT6	P55198		hsa-miR-126-5p	0.203657821535937	4	Medium	Cupid|MBStar|MirAncesTar|mirzag
MMGT1	Q8N4V1		hsa-miR-126-5p	0.203563336427297	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6
VIP	P01282		hsa-miR-126-5p	0.203490917369898	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirzag
NPHS1	O60500		hsa-miR-126-5p	0.203482227839514	5	Medium	MBStar|MirAncesTar|miranda_May_2021|MirTar2|mirzag
MRPL13	Q9BYD1		hsa-miR-126-5p	0.203468577290041	5	Medium	DIANA|MirAncesTar|miranda_May_2021|mirbase|MirTar2
GPSM1	Q86YR5		hsa-miR-126-5p	0.203455450405995	4	Medium	MirAncesTar|miranda_May_2021|miRDB_v6|MirTar2
KCNV1	Q6PIU1		hsa-miR-126-5p	0.203336473077648	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6
RIMKLB	Q9ULI2		hsa-miR-126-5p	0.203320500850707	3	Medium	Cupid|MBStar|MirAncesTar
PYHIN1	Q6K0P9		hsa-miR-126-5p	0.203108694864206	6	Medium	bitargeting_May_2021|MBStar|MirAncesTar|miranda_May_2021|mirbase|mirzag
C1orf21	Q9H246		hsa-miR-126-5p	0.203080782107737	5	Medium	bitargeting_May_2021|DIANA|MBStar|MirAncesTar|miranda_May_2021
NOTCH2NLA	Q7Z3S9		hsa-miR-126-5p	0.203033148647127	5	Medium	DIANA|MBStar|MirAncesTar|MiRNATIP|mirzag
ASB4	Q9Y574		hsa-miR-126-5p	0.202998677998354	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MirTar2
AP5M1	Q9H0R1		hsa-miR-126-5p	0.202982848649605	6	Medium	MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|MirSNPInTarget|RNA22
TBC1D23	Q9NUY8		hsa-miR-126-5p	0.202866275335258	6	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MirSNPInTarget|mirzag
CNPY1	Q3B7I2		hsa-miR-126-5p	0.202694344258844	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MirTar2
PCK1	P35558		hsa-miR-126-5p	0.202550218591157	6	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MirSNPInTarget|mirzag
NCAPD3	P42695		hsa-miR-126-5p	0.202538083048943	6	Medium	MBStar|MirAncesTar|miranda_May_2021|mirbase|MiRNATIP|mirzag
APOOL	Q6UXV4		hsa-miR-126-5p	0.202199047910521	6	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirbase|mirzag
RBBP9	O75884		hsa-miR-126-5p	0.202128750363697	6	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|mirzag
DSG2	Q14126		hsa-miR-126-5p	0.202080189727437	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirzag
UBXN2A	P68543		hsa-miR-126-5p	0.202073444107992	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
LYSMD3	Q7Z3D4		hsa-miR-126-5p	0.201984525404301	6	Medium	DIANA|MBStar|MirAncesTar|MiRNATIP|MirSNPInTarget|mirzag
LCP2	Q13094		hsa-miR-126-5p	0.201759258397241	4	Medium	DIANA|MirAncesTar|miranda_May_2021|mirzag
WDR64	B1ANS9		hsa-miR-126-5p	0.201637719125838	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6
CCND2	P30279		hsa-miR-126-5p	0.201576303710683	6	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|mirzag
GPALPP1	Q8IXQ4		hsa-miR-126-5p	0.201546862928392	5	Medium	DIANA|MirAncesTar|miranda_May_2021|MiRNATIP|mirzag
JMJD6	Q6NYC1		hsa-miR-126-5p	0.201392237450097	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MirSNPInTarget
RALGAPA1	Q6GYQ0		hsa-miR-126-5p	0.201001512125447	6	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP
HTR1F	P30939		hsa-miR-126-5p	0.200916787026034	4	Medium	DIANA|MBStar|miranda_May_2021|mirzag
ATF7IP	Q6VMQ6		hsa-miR-126-5p	0.200912250319414	6	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|RNA22
C4orf46	Q504U0		hsa-miR-126-5p	0.200889458415176	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirzag
MBD5	Q9P267		hsa-miR-126-5p	0.200820837607034	6	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|RNA22
ILDR2	Q71H61		hsa-miR-126-5p	0.200703278520745	5	Medium	MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|mirzag
CNTNAP2	Q9UHC6		hsa-miR-126-5p	0.200660718957474	6	Medium	DIANA|MBStar|MirAncesTar|miRDB_v6|MiRNATIP|mirzag
ZC3H8	Q8N5P1		hsa-miR-126-5p	0.200624524797793	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
SCLT1	Q96NL6		hsa-miR-126-5p	0.200585849165096	5	Medium	MBStar|MirAncesTar|miranda_May_2021|mirbase|mirzag
NEPRO	Q6NW34		hsa-miR-126-5p	0.200528947749196	6	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|MirTar2
ZFP91	Q96JP5		hsa-miR-126-5p	0.200478964192169	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
APH1B	Q8WW43		hsa-miR-126-5p	0.200399380621072	6	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|mirzag
RYR2	Q92736		hsa-miR-126-5p	0.200387218946787	4	Medium	Cupid|MBStar|MirAncesTar|miranda_May_2021
SLC24A2	Q9UI40		hsa-miR-126-5p	0.200337465083592	5	Medium	MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|mirzag
G3BP1	Q13283		hsa-miR-126-5p	0.200311696581679	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
ZNF135	P52742		hsa-miR-126-5p	0.200182616919766	4	Medium	MBStar|MirAncesTar|MirTar2|mirzag
SH3RF1	Q7Z6J0		hsa-miR-126-5p	0.199915547322048	6	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|mirzag
KATNIP	O60303		hsa-miR-126-5p	0.199677572274319	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirzag
SC5D	O75845		hsa-miR-126-5p	0.199594029055619	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
TRIL	Q7L0X0		hsa-miR-126-5p	0.19951742394542	5	Medium	MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|mirzag
RSPO3	Q9BXY4		hsa-miR-126-5p	0.199473913663893	5	Medium	MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP
ZNF26	P17031		hsa-miR-126-5p	0.19936853440531	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirzag
SON	P18583		hsa-miR-126-5p	0.199302688658256	6	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|mirzag
CALCOCO2	Q13137		hsa-miR-126-5p	0.199281342364268	6	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|MirTar2
USP44	Q9H0E7		hsa-miR-126-5p	0.199212347843404	5	Medium	MBStar|MirAncesTar|miranda_May_2021|MirSNPInTarget|mirzag
PGAP1	Q75T13		hsa-miR-126-5p	0.199191486381495	6	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|mirzag
TMEM59	Q9BXS4		hsa-miR-126-5p	0.199143762474391	6	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP
FLVCR1	Q9Y5Y0		hsa-miR-126-5p	0.199046326816858	4	Medium	MBStar|MirAncesTar|miranda_May_2021|MirSNPInTarget
TGS1	Q96RS0		hsa-miR-126-5p	0.199008844375365	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6
WAC	Q9BTA9		hsa-miR-126-5p	0.19876866540003	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
ZBTB21	Q9ULJ3		hsa-miR-126-5p	0.198706767429356	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirzag
DDX60	Q8IY21		hsa-miR-126-5p	0.198605626422271	6	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|mirzag
TLL1	O43897		hsa-miR-126-5p	0.198594424354348	5	Medium	MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|mirzag
RB1CC1	Q8TDY2		hsa-miR-126-5p	0.198582556518123	4	Medium	DIANA|MBStar|MirAncesTar|mirzag
MYSM1	Q5VVJ2		hsa-miR-126-5p	0.198547945122749	6	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|MirSNPInTarget
HSPA4L	O95757		hsa-miR-126-5p	0.198407820527198	5	Medium	DIANA|MirAncesTar|miranda_May_2021|miRDB_v6|RNA22
RAP1A	P62834		hsa-miR-126-5p	0.198309548710626	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
CHMP4B	Q9H444		hsa-miR-126-5p	0.198300039724961	6	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|mirzag
CREB3L2	Q70SY1		hsa-miR-126-5p	0.198258466101327	6	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|MirTar2
TMOD3	Q9NYL9		hsa-miR-126-5p	0.198251241949025	6	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|mirzag
AQP4	P55087		hsa-miR-126-5p	0.198092188118352	6	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|mirzag
PPFIBP1	Q86W92		hsa-miR-126-5p	0.198061278726945	6	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|mirzag
RAD50	Q92878		hsa-miR-126-5p	0.198022425645198	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirzag
TOB2	Q14106		hsa-miR-126-5p	0.197963473301686	6	Medium	DIANA|MBStar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag
TBCEL	Q5QJ74		hsa-miR-126-5p	0.197957435064002	6	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|mirzag
HLTF	Q14527		hsa-miR-126-5p	0.1979260208597	6	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|mirzag
CFAP65	Q6ZU64		hsa-miR-126-5p	0.197819052012209	6	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirzag|RNA22
FANCL	Q9NW38		hsa-miR-126-5p	0.197815455510431	6	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MirTar2|mirzag
SOCS5	O75159		hsa-miR-126-5p	0.197747297086959	6	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|mirzag
NIPA1	Q7RTP0		hsa-miR-126-5p	0.197558301959894	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirzag
CACNA1C	Q13936		hsa-miR-126-5p	0.197519385902141	3	Medium	Cupid|MBStar|MirAncesTar
CA12	O43570		hsa-miR-126-5p	0.197108638474742	6	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|RNA22
ANAPC7	Q9UJX3		hsa-miR-126-5p	0.197087359180612	5	Medium	MBStar|MirAncesTar|miranda_May_2021|MirTar2|mirzag
AKAP12	Q02952		hsa-miR-126-5p	0.197049645256647	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirzag
CDH8	P55286		hsa-miR-126-5p	0.196872363312658	4	Medium	DIANA|MirAncesTar|miranda_May_2021|mirzag
COL4A1	P02462		hsa-miR-126-5p	0.196566327972099	7	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag
ONECUT2	O95948		hsa-miR-126-5p	0.196535710561231	6	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|RNA22
LYSMD1	Q96S90		hsa-miR-126-5p	0.196470463266907	7	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|mirzag|RNA22
BTN3A2	P78410		hsa-miR-126-5p	0.196393122163346	6	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|mirzag
NTRK2	Q16620		hsa-miR-126-5p	0.196133725558501	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
TMEM67	Q5HYA8		hsa-miR-126-5p	0.196106902109308	6	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirbase|mirzag
HOXD13	P35453		hsa-miR-126-5p	0.196069923542939	6	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirzag|RNA22
SEC22A	Q96IW7		hsa-miR-126-5p	0.196006397969145	6	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|mirzag
PTER	Q96BW5		hsa-miR-126-5p	0.196000844168188	5	Medium	DIANA|MBStar|MirAncesTar|miRDB_v6|mirzag
ASAH2B	P0C7U1		hsa-miR-126-5p	0.195916986287284	3	Medium	DIANA|miranda_May_2021|miRDB_v6
SVIP	Q8NHG7		hsa-miR-126-5p	0.19590897662195	6	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|mirzag
RGS14	O43566		hsa-miR-126-5p	0.195871574784906	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MirTar2
HEATR1	Q9H583		hsa-miR-126-5p	0.195846607551727	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirzag
SLK	Q9H2G2		hsa-miR-126-5p	0.19579539397907	6	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|mirzag
RICTOR	Q6R327		hsa-miR-126-5p	0.195776234598989	7	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|mirzag|RNA22
SPO11	Q9Y5K1		hsa-miR-126-5p	0.195651280760835	6	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirbase|mirzag
NEMF	O60524		hsa-miR-126-5p	0.195515008887739	6	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirbase|MiRNATIP
GNG4	P50150		hsa-miR-126-5p	0.195443138331297	5	Medium	MBStar|MirAncesTar|miranda_May_2021|MirSNPInTarget|mirzag
CR2	P20023		hsa-miR-126-5p	0.195432066991861	6	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|MirSNPInTarget
PDE10A	Q9Y233		hsa-miR-126-5p	0.195368627489874	4	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021
PCDH11Y	Q9BZA8		hsa-miR-126-5p	0.19524462804112	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirzag
SPRY2	O43597		hsa-miR-126-5p	0.195079469422167	2	Medium	Cupid|DIANA
GCG	P01275		hsa-miR-126-5p	0.194968867401083	5	Medium	DIANA|MirAncesTar|miranda_May_2021|miRDB_v6|mirzag
LHX9	Q9NQ69		hsa-miR-126-5p	0.194888128509373	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
CLEC16A	Q2KHT3		hsa-miR-126-5p	0.194885807792327	6	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|MirTar2
MDM2	Q00987		hsa-miR-126-5p	0.194760548686794	6	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|mirzag
WNT5A	P41221		hsa-miR-126-5p	0.194364729263831	4	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021
ADAMTS3	O15072		hsa-miR-126-5p	0.19432071421802	5	Medium	DIANA|MirAncesTar|miranda_May_2021|mirzag|RNA22
KCNG3	Q8TAE7		hsa-miR-126-5p	0.194234887325706	6	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|mirzag
WNK3	Q9BYP7		hsa-miR-126-5p	0.194178150511678	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirzag
FAM9C	Q8IZT9		hsa-miR-126-5p	0.194085931016441	3	Medium	DIANA|MBStar|miranda_May_2021
CNTNAP3B	Q96NU0		hsa-miR-126-5p	0.19396195089487	6	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|mirzag
MKLN1	Q9UL63		hsa-miR-126-5p	0.193949058423969	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
B3GNT7	Q8NFL0		hsa-miR-126-5p	0.193856313530231	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MirTar2
ZFP2	Q6ZN57		hsa-miR-126-5p	0.193824923850577	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirbase
SLC46A3	Q7Z3Q1		hsa-miR-126-5p	0.193721949469614	6	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirbase|MiRNATIP
ITGB6	P18564		hsa-miR-126-5p	0.193662556317867	4	Medium	DIANA|MirAncesTar|miranda_May_2021|miRDB_v6
KATNAL1	Q9BW62		hsa-miR-126-5p	0.193546573330903	7	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|mirzag|RNA22
EIF4EBP2	Q13542		hsa-miR-126-5p	0.193500447375091	6	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|MirSNPInTarget
ZBTB44	Q8NCP5		hsa-miR-126-5p	0.193497245904694	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
ATG10	Q9H0Y0		hsa-miR-126-5p	0.19345040565341	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
DDHD1	Q8NEL9		hsa-miR-126-5p	0.193419985026985	6	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP
TBRG1	Q3YBR2		hsa-miR-126-5p	0.193359265602773	6	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|mirzag
FASTKD2	Q9NYY8		hsa-miR-126-5p	0.193334330859077	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirzag
NRBF2	Q96F24		hsa-miR-126-5p	0.19323867326852	6	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirbase|mirzag
TRMT5	Q32P41		hsa-miR-126-5p	0.193139097541112	4	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021
HIVEP3	Q5T1R4		hsa-miR-126-5p	0.193102702912324	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MirTar2
SNX10	Q9Y5X0		hsa-miR-126-5p	0.193065279879745	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirzag
LANCL3	Q6ZV70		hsa-miR-126-5p	0.193008820723826	4	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021
